timestamp,open,high,low,close,volume
1980-12-12,0.0982070118188858,0.09863397513087327,0.0982070118188858,0.0982070118188858,469033600
1980-12-15,0.09351047918435525,0.09351047918435525,0.09308351576328278,0.09308351576328278,175884800
1980-12-16,0.08667834324398599,0.08667834324398599,0.0862513855099678,0.0862513855099678,105728000
1980-12-17,0.08838614821434021,0.08881311146875173,0.08838614821434021,0.08838614821434021,86441600
1980-12-18,0.09094870835542679,0.09137566604083273,0.09094870835542679,0.09094870835542679,73449600
1980-12-19,0.09649915248155594,0.09692611571615316,0.09649915248155594,0.09649915248155594,48630400
1980-12-22,0.10119575262069702,0.10162347989160048,0.10119575262069702,0.10119575262069702,37363200
1980-12-23,0.1054660975933075,0.10589306086949564,0.1054660975933075,0.1054660975933075,46950400
1980-12-24,0.11101659387350081,0.11144355718005326,0.11101659387350081,0.11101659387350082,48003200
1980-12-26,0.12126439809799194,0.12169136136707209,0.12126439809799194,0.12126439809799194,55574400
1980-12-29,0.1229722797870636,0.12339924319507546,0.1229722797870636,0.1229722797870636,93161600
1980-12-30,0.12041047596699656,0.12041047596699656,0.11998352408409119,0.11998352408409119,68880000
1980-12-31,0.11699479847668857,0.11699479847668857,0.11656783521175385,0.11656783521175385,35750400
1981-01-02,0.11784876883029939,0.11870269576033068,0.11784876883029939,0.11784876883029938,21660800
1981-01-05,0.11571392803354963,0.11571392803354963,0.11528697609901428,0.11528697609901428,35728000
1981-01-06,0.11058961628035993,0.11058961628035993,0.110162653028965,0.110162653028965,45158400
1981-01-07,0.10589306086949564,0.10589306086949564,0.1054660975933075,0.1054660975933075,55686400
1981-01-08,0.10375828689088451,0.10375828689088451,0.10333133488893509,0.10333133488893509,39827200
1981-01-09,0.10888180136680603,0.1093087647228626,0.10888180136680603,0.10888180136680603,21504000
1981-01-12,0.10888178314021622,0.10888178314021622,0.10802786797285079,0.1080278679728508,23699200
1981-01-13,0.10461217939256537,0.10461217939256537,0.10418521612882614,0.10418521612882614,23049600
1981-01-14,0.10461223125457764,0.10503919472998603,0.10461223125457764,0.10461223125457764,14291200
1981-01-15,0.10674703121185303,0.10760094671272234,0.10674703121185303,0.10674703121185303,14067200
1981-01-16,0.10632000887871218,0.10632000887871218,0.10589304566383362,0.10589304566383362,13395200
1981-01-19,0.11229748278856277,0.11272444613464618,0.11229748278856277,0.11229748278856277,41574400
1981-01-20,0.1093087647228626,0.1093087647228626,0.10888180136680603,0.10888180136680603,30083200
1981-01-21,0.11101659387350081,0.11187050908480299,0.11101659387350081,0.11101659387350082,15904000
1981-01-22,0.11229748278856277,0.11315140948072958,0.11229748278856277,0.11229748278856277,35548800
1981-01-23,0.11229748316438778,0.1127244465119001,0.11187051981687547,0.11187051981687546,11222400
1981-01-26,0.11058961628035993,0.11058961628035993,0.110162653028965,0.110162653028965,24640000
1981-01-27,0.1101626946633682,0.1101626946633682,0.10930877923965454,0.10930877923965454,23699200
1981-01-28,0.10632000887871218,0.10632000887871218,0.10589304566383362,0.10589304566383362,28156800
1981-01-29,0.10247739441954562,0.10247739441954562,0.10205043107271194,0.10205043107271194,43904000
1981-01-30,0.09735307895075038,0.09735307895075038,0.09649915248155594,0.09649915248155594,46188800
1981-02-02,0.09137566604083273,0.09137566604083273,0.09094870835542679,0.09094870835542679,23766400
1981-02-03,0.09436438232660294,0.09479133996533493,0.09436438232660294,0.09436438232660294,19152000
1981-02-04,0.09778009355068207,0.09820704560776275,0.09778009355068207,0.09778009355068207,27865600
1981-02-05,0.09778009355068207,0.09863400906665021,0.09778009355068207,0.09778009355068207,7929600
1981-02-06,0.0982070118188858,0.09863397513087327,0.0982070118188858,0.0982070118188858,13865600
1981-02-09,0.09393743690452483,0.09393743690452483,0.09308351576328278,0.09308351576328278,16755200
1981-02-10,0.09308351576328278,0.09351047918435525,0.09308351576328278,0.09308351576328278,18345600
1981-02-11,0.09052173258848262,0.09052173258848262,0.09009477496147156,0.09009477496147156,13843200
1981-02-12,0.08966782381630325,0.08966782381630325,0.08924009650945663,0.08924009650945663,14560000
1981-02-13,0.08795921009822413,0.08795921009822413,0.08710528910160065,0.08710528910160065,11155200
1981-02-17,0.08924009650945663,0.08966782381630325,0.08924009650945663,0.08924009650945663,12275200
1981-02-18,0.09308351576328278,0.09393743690452483,0.09308351576328278,0.09308351576328278,19241600
1981-02-19,0.0879592004741733,0.0879592004741733,0.08753223717212677,0.08753223717212677,22310400
1981-02-20,0.08326263009498741,0.08326263009498741,0.08283566683530807,0.08283566683530807,24371200
1981-02-23,0.08411659300327301,0.08454355650553107,0.08411659300327301,0.08411659300327301,14112000
1981-02-24,0.08198174318813345,0.08198174318813345,0.0811278223991394,0.0811278223991394,16979200
1981-02-25,0.0862513855099678,0.08667834324398599,0.0862513855099678,0.0862513855099678,19488000
1981-02-26,0.08753223717212677,0.0879592004741733,0.08753223717212677,0.08753223717212677,10841600
1981-02-27,0.09052174538373947,0.09137566645936504,0.09052174538373947,0.09052174538373947,14761600
1981-03-02,0.09094870835542679,0.09137566604083273,0.09094870835542679,0.09094870835542679,11760000
1981-03-03,0.09009477531939315,0.09009477531939315,0.08966781198978424,0.08966781198978424,16172800
1981-03-04,0.08924008371097582,0.08924008371097582,0.08881312608718872,0.08881312608718872,13708800
1981-03-05,0.08881311146875173,0.08881311146875173,0.08838614821434021,0.08838614821434021,5376000
1981-03-06,0.08838615807531854,0.08838615807531854,0.08753223717212677,0.08753223717212677,11603200
1981-03-09,0.08112783941277961,0.08112783941277961,0.08070088177919388,0.08070088177919388,15321600
1981-03-10,0.07728445008169069,0.07728445008169069,0.07685749232769012,0.07685749232769012,28380800
1981-03-11,0.07472266503946913,0.07472266503946913,0.07386874407529831,0.07386874407529831,29859200
1981-03-12,0.07685749232769012,0.07728445008169069,0.07685749232769012,0.07685749232769012,59248000
1981-03-13,0.07643050912684972,0.07643050912684972,0.0760035514831543,0.0760035514831543,231302400
1981-03-16,0.07899300009012222,0.07984692062846317,0.07899300009012222,0.07899300009012222,37228800
1981-03-17,0.08283566683530807,0.083689587653766,0.08283566683530807,0.08283566683530807,43747200
1981-03-18,0.08795922994613647,0.08881315113544642,0.08795922994613647,0.08795922994613647,36937600
1981-03-19,0.08753224674946143,0.08753224674946143,0.08710528910160065,0.08710528910160065,37811200
1981-03-20,0.08795922994613647,0.08881315113544642,0.08795922994613647,0.08795922994613647,14604800
1981-03-23,0.09137566387653351,0.09222958492802208,0.09137566387653351,0.09137566387653351,22019200
1981-03-24,0.09137566604083273,0.09137566604083273,0.09094870835542679,0.09094870835542679,28156800
1981-03-25,0.09009478720222545,0.09009478720222545,0.08924009650945663,0.08924009650945663,7056000
1981-03-26,0.0879592004741733,0.0879592004741733,0.08753223717212677,0.08753223717212677,12275200
1981-03-27,0.08497049130901348,0.08497049130901348,0.08454353362321854,0.08454353362321854,12252800
1981-03-30,0.08454353362321854,0.08539745469571083,0.08454353362321854,0.08454353362321854,9900800
1981-03-31,0.08454352117603443,0.08454352117603443,0.0836896002292633,0.0836896002292633,15993600
1981-04-01,0.08326263009498741,0.08326263009498741,0.08283566683530807,0.08283566683530807,34070400
1981-04-02,0.09009477496147156,0.09052173258848262,0.09009477496147156,0.09009477496147156,31404800
1981-04-03,0.09052174538373947,0.09094870877200348,0.09052174538373947,0.09052174538373947,16486400
1981-04-06,0.08924008371097582,0.08924008371097582,0.08881312608718872,0.08881312608718872,22803200
1981-04-07,0.08838618769033985,0.08838618769033985,0.08795922994613647,0.08795922994613647,10684800
1981-04-08,0.09222958981990814,0.09308351091668896,0.09222958981990814,0.09222958981990814,21952000
1981-04-09,0.09393742680549622,0.0943643901806667,0.09393742680549622,0.09393742680549622,12499200
1981-04-10,0.09521831572055817,0.0956452734149615,0.09521831572055817,0.09521831572055817,33465600
1981-04-13,0.09521831572055817,0.0956452734149615,0.09521831572055817,0.09521831572055817,16060800
1981-04-14,0.09521831572055817,0.0956452734149615,0.09521831572055817,0.09521831572055817,6652800
1981-04-15,0.09094870877200348,0.09094870877200348,0.09052174538373947,0.09052174538373947,34048000
1981-04-16,0.08582440230107899,0.08582440230107899,0.08539744466543198,0.08539744466543198,23878400
1981-04-20,0.08795922994613647,0.08838618769033985,0.08795922994613647,0.08795922994613647,35347200
1981-04-21,0.09393742680549622,0.0943643901806667,0.09393742680549622,0.09393742680549622,28537600
1981-04-22,0.09735310822725296,0.0977800715902487,0.09735310822725296,0.09735310822725296,18995200
1981-04-23,0.09991485625505447,0.1003418195781098,0.09991485625505447,0.09991485625505447,58016000
1981-04-24,0.09991486049337099,0.09991486049337099,0.09906094521284103,0.09906094521284103,35056000
1981-04-27,0.09863397513087327,0.09863397513087327,0.0982070118188858,0.0982070118188858,38528000
1981-04-28,0.09692611571615316,0.09692611571615316,0.09649915248155594,0.09649915248155594,32188800
1981-04-29,0.0956452734149615,0.0956452734149615,0.09521831572055817,0.09521831572055817,13641600
1981-04-30,0.09692615270614624,0.09778007950122534,0.09692615270614624,0.09692615270614624,12611200
1981-05-01,0.09692615270614624,0.09778007950122534,0.09692615270614624,0.09692615270614624,16553600
1981-05-04,0.09692611571615316,0.09692611571615316,0.09649915248155594,0.09649915248155594,14448000
1981-05-05,0.09649916374423756,0.09649916374423756,0.09607221186161041,0.09607221186161041,17539200
1981-05-06,0.09393739903009253,0.09393739903009253,0.09351044148206711,0.09351044148206711,18950400
1981-05-07,0.09479135274887085,0.09521831614608481,0.09479135274887085,0.09479135274887085,9363200
1981-05-08,0.09564527869224548,0.09607224211110932,0.09564527869224548,0.09564527869224548,7907200
1981-05-11,0.09393739903009253,0.09393739903009253,0.09351044148206711,0.09351044148206711,11939200
1981-05-12,0.09351044148206711,0.09479131982704396,0.09351044148206711,0.09351044148206711,4256000
1981-05-13,0.09351047918435525,0.09436440032559731,0.09308351576328278,0.09308351576328278,4905600
1981-05-14,0.09265657045559791,0.09265657045559791,0.09180264919996262,0.09180264919996262,4928000
1981-05-15,0.09393742680549622,0.09521831123010538,0.09393742680549622,0.09393742680549622,4905600
1981-05-18,0.09564527869224548,0.09649919412816743,0.09564527869224548,0.09564527869224548,4166400
1981-05-19,0.0943643901806667,0.0943643901806667,0.09393742680549622,0.09393742680549622,25424000
1981-05-20,0.09692615270614624,0.09778007950122534,0.09692615270614624,0.09692615270614624,13283200
1981-05-21,0.10247743129730223,0.10290439479778396,0.10247743129730223,0.10247743129730225,32211200
1981-05-22,0.10717397183179855,0.1080278986434073,0.10717397183179855,0.10717397183179855,31427200
