date,open,high,low,close,volume
2013-01-02,18.0,18.092972966013594,17.95332199655942,18.046294962573015,2749954
2013-01-03,18.056616325045912,18.336733012485933,17.658709367225434,17.938826054665455,3491060
2013-01-04,17.908257525952475,17.996914974639797,17.76682595721303,17.85548340590035,2417857
2013-01-07,17.851735683112135,18.09993365580109,17.09695406810423,17.345152040793185,1928670
2013-01-08,17.339969292547508,18.031363547931285,17.03774434594039,17.729138601324166,1974106
2013-01-09,17.70750124369159,18.241270962662288,17.445861624348034,17.979631343318733,1562843
2013-01-10,17.97868004910038,18.11338084770753,17.780229338856888,17.914930137464037,4847144
2013-01-11,17.900200581622677,18.147397613531265,17.840285570915555,18.087482602824142,1061525
2013-01-14,18.08585974155838,18.223433168001886,18.016494398045435,18.15406782448894,4497614
2013-01-15,18.138223251819827,18.140453994233205,18.03699841563678,18.03922915805016,3891556
2013-01-16,18.05800709099705,18.356286248041798,17.959287282571804,18.25756643961655,3645595
2013-01-17,18.297928674615697,18.812568883136585,17.680470488611345,18.195110697132233,2735236
2013-01-18,18.184523106248687,18.311743503568646,18.001673767352006,18.128894164671966,3387365
2013-01-21,18.129460798431694,18.22223191832305,17.86999860090652,17.962769720797876,2133928
2013-01-22,17.96355363114118,18.08933047623136,17.94074789295591,18.066524738046088,4103449
2013-01-23,18.074394779638464,18.580757896614585,17.54408276900678,18.050445885982903,2556806
2013-01-24,18.047136732127314,18.915522574886282,17.30601127425207,18.17439711701104,4430264
2013-01-25,18.133632041271753,18.49872834644037,17.682772813949597,18.047869119118214,3458289
2013-01-28,18.054027527325395,18.390345889108946,17.744462759340735,18.080781121124286,1532215
2013-01-29,18.078200888535378,18.260905981905786,17.71087991354742,17.893585006917828,4156456
2013-01-30,17.87408139236481,18.383507906140185,17.571179064560184,18.080605578335557,3932200
2013-01-31,18.076696371187033,18.3624770704162,17.841105651055738,18.126886350284906,3751249
2013-02-01,18.117370581273242,18.204903130899787,18.116863787935657,18.2043963375622,1232915
2013-02-04,18.20838041817435,18.425996632592245,18.08216618211998,18.299782396537875,2965281
